date,n_observations,r_squared,adjusted_r_squared,coef_const,ols_p_const,hac_p_const,coef_BTC,ols_p_BTC,hac_p_BTC,coef_SP500,ols_p_SP500,hac_p_SP500,coef_GOLD,ols_p_GOLD,hac_p_GOLD,coef_USD,ols_p_USD,hac_p_USD,coef_VIX,ols_p_VIX,hac_p_VIX
2021-03-08,252,0.6965791154890746,0.6904120243404785,0.0003843317354879157,0.8805900797292021,0.8594949162520318,1.0530800911927864,3.157203450055281e-52,9.907237488135204e-32,0.36241122148817734,0.03554529929106404,0.01108131918975174,-0.0012435409787924512,0.995121317285484,0.9952869748955944,-0.008798030514715505,0.9882121507958335,0.9829575910493644,0.013375533255585399,0.741070178191398,0.8024481461585957
2021-03-09,252,0.686563346396022,0.6801926827048843,0.0003225114111205774,0.8999993838999406,0.8812128360398446,1.050633031844249,1.0025607953311855e-51,2.4576551024314625e-31,0.35418472855594574,0.04231325302269252,0.014988335805554885,-0.01616268991483047,0.9365237090550618,0.9388801314434296,-0.03514501269836823,0.9536138380457192,0.9335976705801257,0.01429355786410448,0.7243438603991906,0.789651645471629
2021-03-10,252,0.6843924707305309,0.6779776835502571,0.00017147301056072385,0.9469809213878511,0.9363365836180042,1.048931934588678,3.192395772182391e-51,2.982361892588616e-31,0.37214792295423105,0.035328481559304646,0.012898738547085889,-0.015961698819569603,0.937581003834157,0.9395945415014029,0.05570742995878408,0.9287771158984091,0.8981754334084704,0.016983039299004344,0.6761932044228975,0.7529152296245769
2021-03-11,252,0.6838303675030107,0.677404155460389,0.00015285131713224133,0.9527675584652183,0.943392077243654,1.049689790880583,4.0928828187293034e-51,7.164179189348357e-31,0.3625737895814252,0.04209458656969793,0.015372089251962375,-0.015299152410840844,0.9401915975946677,0.9420068013581014,0.07237390789760434,0.9074408621369863,0.8685305257900746,0.0169281257245431,0.6772765106717482,0.7531813568037985
2021-03-12,252,0.5819079497476092,0.5734101438481704,0.0005277196357900233,0.8398984713680819,0.8041963003155645,1.0199850943614945,2.3688727400287414e-41,8.282301000201568e-20,0.34640466730060526,0.05288856753405303,0.023508543197681496,-0.01196766191892451,0.9531359441542652,0.9540427340761622,0.11443996554525637,0.8543623401965135,0.7941695496595137,0.016552228954014394,0.683333083962589,0.7618448642896278
2021-03-15,252,0.5701558781883124,0.5614192090457983,0.0006427191102790634,0.8052582457741697,0.7608330904673855,1.0116489245614297,1.1442743532976205e-40,1.3928355053565428e-19,0.31221884741050077,0.09223350187693852,0.044025838397841084,0.03301424600545699,0.8751126448486454,0.8795447982558604,0.06477298648380167,0.918197383636933,0.8845715182450905,0.014963562396016442,0.7123815948317564,0.7826573698686897
2021-03-16,252,0.5545636285328515,0.5455100437469338,0.0009810758287113583,0.7069009417679089,0.6424414848069324,1.0078577206582113,1.3678786040882873e-40,1.7476127001850692e-19,0.2171699504182596,0.2744667503638767,0.2065916364602769,0.025933724474400677,0.9014433123120187,0.9044526687938821,-0.09476999589283697,0.8823333510412801,0.8372582941890824,0.014326044764784083,0.7232358366399423,0.7903361843094909
2021-03-17,252,0.5542704252450095,0.5452108810426723,0.0009735870908954185,0.7090650300692634,0.6465139360918029,1.0060124780442306,1.6044629284666224e-40,1.681128821482558e-19,0.2548180659708233,0.2155936614037657,0.16512787580272903,0.05406745747674818,0.7986972992944821,0.8048369034949809,0.08652746029088032,0.8980792555722032,0.8673731095617584,0.017003177180089857,0.6754031622341015,0.7550125679127269
2021-03-18,252,0.5552179113612945,0.5461776250068493,0.0008376780480947583,0.7483729856033017,0.6920326549513558,1.0049403806921253,1.8877538702152524e-40,1.8681404233608263e-19,0.2750801086724348,0.19028589933324125,0.15156588877720925,0.05916961393885184,0.7802356008727943,0.7867440767597438,0.02625196545177949,0.9693132507422294,0.9598338621589343,0.019193749246246092,0.6382785626465148,0.7262028621993039
2021-03-19,252,0.5415657969959624,0.5322480286422218,0.0008725727209951601,0.7378972279271947,0.6793673017832406,1.003106946272275,1.1861760877737858e-38,3.534668111237376e-17,0.2732761296240457,0.19316645213535738,0.1556262282387684,0.06007622425553377,0.7770349102720384,0.7842677931422979,0.008716769457699364,0.9902304618939404,0.988276009996462,0.018826713466909544,0.644563851429266,0.731484673435164
2021-03-22,252,0.5446639040381916,0.5354091053397809,0.0009497012699271369,0.7157195762174406,0.6529240688878895,1.0038422828096385,3.170279075508785e-39,6.618423907978086e-18,0.24594755417645128,0.2612566188681912,0.25116896776537834,0.06497807516499687,0.7596195993616273,0.7655681027190548,0.0031616593543910276,0.9964549010410368,0.9957539515175576,0.01514079842309135,0.7161422950744623,0.7862539270553897
2021-03-23,252,0.5449505702850801,0.5357015981364028,0.0009888443492316065,0.7048848432273279,0.6407742078798372,1.0032305365703522,3.2529161345701405e-39,6.38697634944283e-18,0.22136728703613792,0.3291552848202899,0.3454354531952407,0.09129357911290603,0.6812536498342477,0.6908985930932453,-0.014401803526342044,0.9837826817004163,0.980449056996632,0.011332778689319107,0.7891245198059745,0.8393891126770697
2021-03-24,252,0.5498273100090538,0.5406774585864736,0.0009248290177586509,0.7214621234131235,0.6584899031683359,1.0028426692745018,1.8326063571414114e-39,4.972195677233156e-18,0.36981683461974807,0.14149526574335727,0.10769447359157903,0.15234505478896992,0.5012524216324694,0.5219155413554537,0.03142259652299911,0.9645421273328909,0.9567216926575733,0.029602893956691193,0.5048993788878269,0.6182617698347207
2021-03-25,252,0.5491625365267128,0.5399991734479874,0.0010699011199580006,0.6796454615190504,0.6077925897921407,1.0008812293594302,2.167773449671317e-39,4.65182087099155e-18,0.37579790037768956,0.13650552206875396,0.1011541044993057,0.1419070136672168,0.5346486440037598,0.5554704991208173,0.022236578499581078,0.9750754170388938,0.9697715700345876,0.029520169561525787,0.5069347660983985,0.6170823547270858
